SK_ID_CURR,CREDIT_TYPE,CREDIT_DAY_OVERDUE,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CNT_CREDIT_PROLONG,DAYS_CREDIT_ENDDATE,CREDIT_ACTIVE
352062,Credit card,0,90000.0,0.0,0.0,0.0,0,481.0,Active
352062,Consumer credit,0,69660.0,0.0,0.0,0.0,0,-1650.0,Closed
370491,Consumer credit,0,585000.0,0.0,0.0,0.0,0,494.0,Closed
370491,Consumer credit,0,59373.0,0.0,,0.0,0,-1318.0,Closed
346965,Consumer credit,0,24214.5,0.0,0.0,0.0,0,-2393.0,Closed
366403,Consumer credit,0,571500.0,0.0,0.0,0.0,0,39.0,Closed
272574,Consumer credit,0,56632.5,0.0,,0.0,0,-2451.0,Closed
308508,Credit card,0,360000.0,0.0,0.0,0.0,0,746.0,Active
197570,Consumer credit,0,450000.0,,,0.0,0,-2117.0,Active
246428,Credit card,0,0.0,0.0,0.0,0.0,0,-912.0,Active
246428,Another type of loan,0,130528.71,0.0,0.0,0.0,0,-486.0,Closed
246428,Another type of loan,0,109725.885,0.0,0.0,0.0,0,-486.0,Closed
246428,Consumer credit,0,315000.0,0.0,0.0,0.0,0,-758.0,Closed
246428,Consumer credit,0,426600.0,385063.65,0.0,0.0,0,593.0,Active
229668,Consumer credit,0,52936.65,0.0,0.0,0.0,0,-2215.0,Closed
229668,Consumer credit,0,18255.42,0.0,0.0,0.0,0,-2288.0,Closed
229668,Consumer credit,0,23580.0,0.0,0.0,0.0,0,-1531.0,Closed
229668,Credit card,0,90000.0,0.0,90000.0,0.0,0,-221.0,Active
229668,Consumer credit,0,43294.5,0.0,0.0,0.0,0,-855.0,Closed
229668,Consumer credit,0,105705.0,0.0,0.0,0.0,0,-388.0,Closed
229668,Consumer credit,0,42525.0,0.0,0.0,0.0,0,-1052.0,Closed
229668,Consumer credit,0,22873.5,0.0,0.0,0.0,0,-1318.0,Closed
229668,Consumer credit,0,52038.0,0.0,0.0,0.0,0,-1651.0,Closed
229668,Consumer credit,0,34362.0,0.0,0.0,0.0,0,-1437.0,Closed
229668,Consumer credit,0,270000.0,0.0,0.0,0.0,0,-384.0,Closed
229668,Consumer credit,0,675000.0,570352.5,0.0,0.0,0,1463.0,Active
229668,Credit card,0,229500.0,0.0,0.0,0.0,0,2329.0,Closed
229668,Credit card,0,85050.0,0.0,0.0,0.0,0,,Closed
229668,Consumer credit,0,45000.0,0.0,0.0,0.0,0,-443.0,Closed
229668,Consumer credit,0,169695.0,97884.0,0.0,0.0,0,393.0,Active
229668,Credit card,0,360000.0,0.0,360000.0,0.0,0,,Active
194923,Credit card,0,18000.0,18787.5,0.0,0.0,0,891.0,Active
194923,Credit card,0,270000.0,256572.0,0.0,0.0,0,-279.0,Active
194923,Credit card,0,135000.0,134820.0,180.0,0.0,0,,Active
194923,Consumer credit,0,45000.0,24700.5,0.0,0.0,0,167.0,Active
194923,Consumer credit,0,67500.0,60223.5,0.0,0.0,0,307.0,Active
114630,Consumer credit,0,31109.76,0.0,0.0,0.0,0,-2039.0,Closed
114630,Consumer credit,0,50130.0,0.0,0.0,0.0,0,-2281.0,Closed
114630,Consumer credit,0,15147.0,,,0.0,0,-2736.0,Closed
114630,Consumer credit,0,48910.5,,,0.0,0,-1064.0,Closed
114630,Consumer credit,0,284809.5,,,0.0,0,-270.0,Closed
114604,Consumer credit,0,80775.0,0.0,0.0,0.0,0,-692.0,Closed
114604,Consumer credit,0,56655.0,5035.5,0.0,0.0,0,-1.0,Active
114604,Consumer credit,0,43200.0,0.0,0.0,0.0,0,-2431.0,Closed
114604,Consumer credit,0,124267.5,0.0,0.0,0.0,0,-2032.0,Closed
114604,Consumer credit,0,90000.0,0.0,0.0,0.0,0,-1457.0,Closed
114604,Credit card,0,360000.0,163003.5,196996.5,0.0,0,,Active
114604,Consumer credit,0,126720.0,0.0,0.0,0.0,0,-79.0,Closed
114604,Consumer credit,0,129109.5,80446.5,0.0,0.0,0,376.0,Active
114604,Consumer credit,0,19125.0,0.0,0.0,0.0,0,-90.0,Closed
114604,Consumer credit,0,76005.0,62068.5,0.0,0.0,0,526.0,Active
349866,Credit card,0,180000.0,0.0,0.0,0.0,0,840.0,Active
349866,Consumer credit,0,67500.0,40918.5,0.0,0.0,0,128.0,Active
161136,Consumer credit,0,90000.0,0.0,0.0,0.0,0,-421.0,Closed
181899,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-267.0,Closed
181899,Consumer credit,0,94500.0,0.0,0.0,0.0,0,-663.0,Closed
181899,Consumer credit,0,112500.0,0.0,0.0,0.0,0,-1189.0,Closed
181899,Credit card,0,67500.0,37080.0,0.0,0.0,0,-6.0,Active
181899,Consumer credit,0,90000.0,,,0.0,0,149.0,Closed
392242,Consumer credit,0,68390.01,0.0,0.0,0.0,0,-2692.0,Closed
392242,Consumer credit,0,145264.5,0.0,0.0,0.0,0,-722.0,Closed
392242,Credit card,0,45000.0,0.0,0.0,0.0,0,769.0,Active
392242,Consumer credit,0,321210.0,0.0,0.0,0.0,0,-1484.0,Closed
392242,Credit card,0,315000.0,0.0,0.0,0.0,0,31156.0,Closed
392242,Consumer credit,0,321210.0,0.0,,0.0,0,-1484.0,Closed
392242,Consumer credit,0,326610.0,,,0.0,0,-652.0,Closed
392242,Car loan,0,2435400.0,,,0.0,0,290.0,Closed
392242,Consumer credit,0,900000.0,,,0.0,0,412.0,Closed
392242,Consumer credit,0,900000.0,,,0.0,0,1684.0,Active
405310,Credit card,0,1170000.0,0.0,0.0,0.0,0,-298.0,Closed
405310,Consumer credit,0,675000.0,0.0,0.0,0.0,0,-2.0,Closed
405310,Credit card,0,270000.0,0.0,0.0,0.0,0,-1474.0,Closed
405310,Consumer credit,0,3600000.0,2649820.5,0.0,0.0,0,1069.0,Active
405310,Consumer credit,0,3199671.0,2885359.5,,0.0,0,1525.0,Active
198999,Credit card,0,90000.0,46993.5,,0.0,0,,Active
267300,Credit card,0,180000.0,167314.5,0.0,0.0,0,501.0,Active
267300,Consumer credit,0,193500.0,174195.0,0.0,0.0,0,1482.0,Active
267300,Consumer credit,0,53284.5,30757.5,,0.0,0,61.0,Active
444525,Consumer credit,0,65700.0,0.0,0.0,0.0,0,-2016.0,Closed
444525,Consumer credit,0,470097.0,,,0.0,0,-583.0,Closed
444525,Consumer credit,0,92700.0,0.0,0.0,0.0,0,-408.0,Closed
444525,Consumer credit,0,827586.0,692725.5,,0.0,0,1320.0,Active
444525,Consumer credit,0,85500.0,0.0,0.0,0.0,0,-105.0,Closed
283508,Consumer credit,0,466722.0,0.0,,0.0,0,-843.0,Closed
283508,Consumer credit,0,246955.5,0.0,,0.0,0,-974.0,Closed
283508,Consumer credit,0,49140.0,0.0,,0.0,0,-2019.0,Closed
283508,Car loan,0,140206.5,0.0,,0.0,0,-1532.0,Closed
283508,Consumer credit,0,284850.0,156820.5,,0.0,0,-304.0,Closed
283508,Consumer credit,0,947367.0,,,0.0,0,1135.0,Active
438202,Consumer credit,0,112500.0,0.0,0.0,0.0,0,92.0,Closed
438202,Consumer credit,0,900000.0,0.0,0.0,0.0,0,-109.0,Closed
438202,Consumer credit,0,157500.0,0.0,0.0,0.0,0,-1601.0,Closed
438202,Consumer credit,0,270000.0,0.0,0.0,0.0,0,-849.0,Closed
438202,Credit card,0,0.0,0.0,0.0,0.0,0,683.0,Closed
438202,Credit card,0,247500.0,0.0,0.0,0.0,0,-48.0,Active
438202,Credit card,0,90000.0,,,0.0,0,,Closed
438202,Consumer credit,0,1350000.0,,,0.0,0,899.0,Active
438202,Consumer credit,0,265643.46,0.0,0.0,0.0,0,-309.0,Closed
438202,Consumer credit,0,883800.0,592087.5,0.0,0.0,0,420.0,Active
438202,Credit card,0,0.0,0.0,0.0,0.0,0,-301.0,Closed
438202,Credit card,0,112500.0,57006.0,55491.525,0.0,0,,Active
286452,Consumer credit,0,180000.0,0.0,0.0,0.0,0,-281.0,Closed
286452,Consumer credit,0,98541.0,0.0,0.0,0.0,0,-775.0,Closed
286452,Consumer credit,0,85050.0,0.0,0.0,0.0,0,-998.0,Closed
286452,Consumer credit,0,1125000.0,0.0,0.0,0.0,0,980.0,Closed
286452,Credit card,0,450000.0,404320.5,0.0,0.0,0,714.0,Active
286452,Mortgage,0,7200000.0,7111854.0,0.0,0.0,0,4211.0,Active
286452,Consumer credit,0,85050.0,0.0,,0.0,0,-998.0,Closed
286452,Consumer credit,0,98541.0,0.0,,0.0,0,-775.0,Closed
286452,Consumer credit,0,297562.5,0.0,,0.0,0,-400.0,Closed
286452,Credit card,0,243000.0,0.0,243000.0,0.0,0,,Active
376287,Consumer credit,0,270000.0,0.0,0.0,0.0,0,-150.0,Closed
273969,Consumer credit,0,276750.0,0.0,0.0,0.0,0,-381.0,Closed
273969,Consumer credit,0,315000.0,60687.0,0.0,0.0,0,102.0,Active
327168,Credit card,0,45000.0,0.0,0.0,0.0,0,499.0,Active
327168,Consumer credit,0,476100.0,0.0,0.0,0.0,0,556.0,Closed
327168,Consumer credit,0,450000.0,411808.5,0.0,0.0,0,1365.0,Active
327168,Consumer credit,0,366750.0,360405.0,,0.0,0,1014.0,Active
327168,Consumer credit,0,45479.25,0.0,0.0,0.0,0,-97.0,Closed
211606,Consumer credit,0,29745.0,0.0,0.0,0.0,0,-831.0,Closed
211606,Consumer credit,0,90000.0,0.0,0.0,0.0,0,-621.0,Closed
211606,Consumer credit,0,90000.0,1377.0,0.0,0.0,0,-621.0,Active
211606,Consumer credit,0,90000.0,4896.0,0.0,0.0,0,-621.0,Active
211606,Consumer credit,0,188289.0,14242.5,0.0,0.0,0,33.0,Active
211606,Consumer credit,0,45000.0,0.0,,0.0,0,-2001.0,Closed
211606,Credit card,0,450000.0,,,0.0,0,,Active
211606,Consumer credit,0,114732.0,0.0,0.0,0.0,0,-13.0,Closed
211606,Credit card,0,135000.0,135067.5,0.0,0.0,0,,Active
118014,Consumer credit,0,4203900.0,3939889.5,0.0,0.0,0,1745.0,Active
143308,Consumer credit,0,26527.5,,,0.0,0,-2481.0,Closed
143308,Consumer credit,0,48285.0,,,0.0,0,-517.0,Closed
143308,Consumer credit,0,36364.5,32861.61,0.0,0.0,0,241.0,Active
378064,Credit card,0,22500.0,0.0,0.0,0.0,0,27488.0,Active
378064,Consumer credit,0,143055.0,105606.0,0.0,0.0,0,206.0,Active
385856,Consumer credit,0,21060.0,0.0,0.0,0.0,0,-2123.0,Active
385856,Consumer credit,0,31320.0,29439.0,0.0,0.0,0,355.0,Active
368359,Consumer credit,0,112500.0,0.0,0.0,0.0,0,-1381.0,Closed
368359,Consumer credit,0,48042.0,0.0,0.0,0.0,0,-329.0,Closed
335271,Consumer credit,0,225000.0,,,0.0,0,-382.0,Active
335271,Consumer credit,0,72000.0,,,0.0,0,-987.0,Closed
335271,Credit card,0,247500.0,0.0,247500.0,0.0,0,,Active
335271,Consumer credit,0,81495.0,81495.0,0.0,0.0,0,341.0,Active
330800,Consumer credit,0,56655.0,0.0,0.0,0.0,0,-2140.0,Closed
330800,Car loan,0,812902.5,287041.5,,0.0,0,263.0,Active
244911,Consumer credit,0,459000.0,0.0,,0.0,0,699.0,Closed
244911,Consumer credit,0,270000.0,0.0,,0.0,0,-874.0,Closed
244911,Consumer credit,0,455040.0,0.0,,0.0,0,-399.0,Closed
244911,Consumer credit,0,722250.0,645583.5,,0.0,0,127.0,Active
244911,Credit card,0,0.0,0.0,0.0,0.0,0,-100.0,Closed
244911,Consumer credit,0,442935.0,0.0,0.0,0.0,0,-6.0,Closed
244911,Consumer credit,0,98100.0,0.0,0.0,0.0,0,-792.0,Closed
244911,Consumer credit,0,1741500.0,1400611.5,0.0,0.0,0,1258.0,Active
244911,Consumer credit,0,34830.0,0.0,,0.0,0,-2114.0,Closed
244911,Consumer credit,0,180000.0,0.0,0.0,0.0,0,-561.0,Closed
244911,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-572.0,Closed
244911,Consumer credit,0,292500.0,0.0,0.0,0.0,0,438.0,Closed
244911,Consumer credit,0,112500.0,0.0,0.0,0.0,0,-121.0,Closed
244911,Consumer credit,0,110061.0,0.0,0.0,0.0,0,80.0,Closed
244911,Credit card,0,135000.0,133857.0,1139.85,0.0,0,,Active
327585,Credit card,0,180000.0,169906.5,0.0,0.0,0,295.0,Active
327585,Consumer credit,0,459000.0,263718.0,0.0,0.0,0,839.0,Active
327585,Consumer credit,0,409500.0,357255.0,0.0,0.0,0,1464.0,Active
327585,Consumer credit,0,200439.0,,,0.0,0,-698.0,Closed
327585,Credit card,0,378000.0,359415.765,18584.235,0.0,0,,Active
327585,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-347.0,Closed
392886,Credit card,0,135000.0,0.0,135000.0,0.0,0,31068.0,Active
392886,Consumer credit,0,13554.0,0.0,0.0,0.0,0,-1212.0,Closed
392886,Mortgage,0,3150000.0,3123247.5,0.0,0.0,0,3513.0,Active
392886,Credit card,0,49050.0,,,0.0,0,9782.0,Active
392886,Consumer credit,0,36387.0,0.0,0.0,0.0,0,-595.0,Closed
392886,Credit card,0,0.0,0.0,0.0,0.0,0,,Closed
392886,Consumer credit,0,58050.0,0.0,0.0,0.0,0,-309.0,Closed
392886,Consumer credit,0,15475.5,0.0,0.0,0.0,0,-414.0,Closed
261444,Consumer credit,0,97876.62,0.0,0.0,0.0,0,-2537.0,Closed
261444,Credit card,0,225000.0,0.0,0.0,0.0,0,-1539.0,Closed
261444,Consumer credit,0,129008.7,0.0,0.0,0.0,0,-1310.0,Closed
261444,Consumer credit,0,38031.03,0.0,0.0,0.0,0,-634.0,Closed
261444,Consumer credit,0,675000.0,46017.0,0.0,0.0,0,901.0,Active
261444,Consumer credit,0,292500.0,268177.5,0.0,0.0,0,1516.0,Active
261444,Loan for business development,0,135000.0,0.0,,0.0,0,-1620.0,Closed
261444,Consumer credit,0,81063.0,,,0.0,0,-2601.0,Closed
261444,Consumer credit,0,51691.5,19800.0,0.0,0.0,0,61.0,Active
408641,Consumer credit,0,313019.82,0.0,0.0,0.0,0,-930.0,Closed
408641,Credit card,0,0.0,0.0,0.0,0.0,0,560.0,Active
408641,Consumer credit,0,225000.0,195744.465,0.0,0.0,0,-102.0,Active
408641,Consumer credit,0,30793.5,0.0,0.0,0.0,0,-1511.0,Closed
408641,Credit card,0,468000.0,253030.5,0.0,0.0,0,560.0,Active
408641,Consumer credit,0,1350000.0,,,0.0,0,,Active
408641,Consumer credit,0,1125000.0,,,0.0,0,,Active
408641,Credit card,0,135000.0,,,0.0,0,,Active
194102,Credit card,0,45000.0,45184.5,0.0,0.0,0,897.0,Active
194102,Credit card,0,180000.0,170676.0,9322.515,0.0,0,,Active
194102,Credit card,0,135000.0,127102.5,7893.45,0.0,0,,Active
194102,Consumer credit,0,1374750.0,1320156.0,0.0,0.0,0,1003.0,Active
139707,Consumer credit,0,144432.0,0.0,0.0,0.0,0,-336.0,Closed
139707,Credit card,0,166500.0,0.0,0.0,0.0,0,-560.0,Closed
139707,Consumer credit,0,202500.0,0.0,,0.0,0,-1905.0,Closed
139707,Consumer credit,0,111568.5,0.0,,0.0,0,-1538.0,Closed
139707,Consumer credit,0,139860.0,0.0,,0.0,0,-1113.0,Closed
139707,Consumer credit,0,644026.5,0.0,,0.0,0,-746.0,Closed
139707,Consumer credit,0,2370915.0,1459732.5,,0.0,0,586.0,Active
139707,Mortgage,0,20999250.0,20956711.5,,0.0,0,8909.0,Active
139707,Consumer credit,0,95999.985,,,0.0,0,-2418.0,Closed
139707,Consumer credit,0,945378.0,402871.5,,0.0,0,-31.0,Closed
164925,Consumer credit,0,309388.5,0.0,0.0,0.0,0,-714.0,Closed
164925,Consumer credit,0,151733.205,13652.1,0.0,0.0,0,161.0,Active
136776,Consumer credit,0,142734.375,,,0.0,0,-2433.0,Closed
136776,Consumer credit,0,28890.0,0.0,0.0,0.0,0,-2328.0,Closed
178941,Credit card,0,450000.0,408258.0,0.0,0.0,0,850.0,Active
178941,Credit card,0,900000.0,,,0.0,0,933.0,Active
427936,Credit card,0,225000.0,-17.19,292517.19,0.0,0,-1745.0,Closed
302473,Consumer credit,0,33849.0,0.0,0.0,0.0,0,-2523.0,Closed
302473,Consumer credit,0,8100000.0,0.0,0.0,0.0,0,245.0,Closed
302473,Consumer credit,0,4500000.0,0.0,0.0,0.0,0,-834.0,Closed
302473,Consumer credit,0,2610000.0,0.0,0.0,0.0,0,-419.0,Closed
302473,Consumer credit,0,92083.5,0.0,0.0,0.0,0,-1107.0,Closed
302473,Mortgage,0,3150000.0,0.0,0.0,0.0,0,-211.0,Closed
302473,Credit card,0,112500.0,89950.5,0.0,0.0,0,966.0,Active
302473,Consumer credit,0,4500000.0,3538359.0,0.0,0.0,0,757.0,Active
302473,Consumer credit,0,33849.0,0.0,,0.0,0,-2523.0,Closed
302473,Consumer credit,0,687577.5,,,0.0,0,154.0,Active
302473,Consumer credit,0,283500.0,258259.5,0.0,0.0,0,263.0,Active
302473,Credit card,0,13500.0,0.0,0.0,0.0,0,,Closed
302473,Consumer credit,0,92475.0,0.0,0.0,0.0,0,-2331.0,Closed
155807,Credit card,0,6750.0,0.0,0.0,0.0,1,1542.0,Active
155807,Consumer credit,0,21393.0,,,0.0,0,-884.0,Closed
415036,Consumer credit,0,27912.06,0.0,0.0,0.0,0,-2006.0,Closed
415036,Credit card,0,22500.0,0.0,0.0,0.0,0,-863.0,Closed
415036,Consumer credit,0,62145.0,,,0.0,0,-1207.0,Closed
415036,Consumer credit,0,900000.0,,,0.0,0,628.0,Active
415036,Consumer credit,0,360000.0,,,0.0,0,-186.0,Closed
415036,Credit card,0,26935.11,21213.0,5718.915,0.0,0,,Active
181855,Consumer credit,0,80581.275,0.0,0.0,0.0,0,-2236.0,Closed
181855,Consumer credit,0,195805.35,0.0,0.0,0.0,0,-1648.0,Closed
181855,Credit card,0,130500.0,-123.75,225123.75,0.0,0,-123.0,Closed
181855,Credit card,0,0.0,-0.36,0.36,0.0,0,-853.0,Active
181855,Consumer credit,0,94891.68,0.0,0.0,0.0,0,-1089.0,Closed
181855,Credit card,0,0.0,-119400.39,119400.39,0.0,0,1307.0,Active
181855,Credit card,0,450000.0,0.0,450000.0,0.0,0,700.0,Active
181855,Credit card,0,1350000.0,0.0,225000.0,0.0,0,1065.0,Active
181855,Credit card,0,675000.0,225.0,224775.0,0.0,0,1095.0,Closed
181855,Consumer credit,0,89860.68,0.0,0.0,0.0,0,-28.0,Active
181855,Credit card,0,45000.0,0.0,0.0,0.0,0,-123.0,Active
181855,Consumer credit,0,360000.0,302094.0,0.0,0.0,0,921.0,Active
181855,Consumer credit,0,531000.0,505444.5,0.0,0.0,0,1616.0,Active
181855,Consumer credit,0,82795.5,,,0.0,0,426.0,Active
380263,Consumer credit,0,47205.0,0.0,0.0,0.0,0,-772.0,Closed
380263,Consumer credit,0,47205.0,0.0,,0.0,0,-772.0,Closed
380263,Credit card,0,72000.0,0.0,,0.0,0,-213.0,Closed
380263,Consumer credit,0,150930.0,149598.0,,0.0,0,619.0,Active
380263,Consumer credit,0,450000.0,445355.82,0.0,0.0,0,1553.0,Active
380263,Credit card,0,112500.0,112500.0,0.0,0.0,0,1810.0,Active
103843,Consumer credit,0,22999.5,0.0,0.0,0.0,0,-1160.0,Closed
103843,Consumer credit,0,90000.0,0.0,0.0,0.0,0,-2094.0,Closed
103843,Consumer credit,0,101808.0,,,0.0,0,-1174.0,Closed
103843,Consumer credit,0,154314.18,0.0,0.0,0.0,0,-638.0,Closed
103843,Consumer credit,0,85230.0,0.0,0.0,0.0,0,-273.0,Closed
103843,Consumer credit,0,323561.925,0.0,0.0,0.0,0,-291.0,Closed
103843,Consumer credit,0,398230.11,252686.565,0.0,0.0,0,440.0,Active
241620,Credit card,0,468000.0,0.0,0.0,0.0,0,31173.0,Active
241620,Consumer credit,0,20079.0,0.0,0.0,0.0,0,-414.0,Closed
202337,Credit card,0,288000.0,204489.0,0.0,0.0,0,590.0,Active
202337,Consumer credit,0,50584.5,,,0.0,0,-2568.0,Closed
202337,Consumer credit,0,110286.0,0.0,0.0,0.0,0,-1378.0,Active
202337,Consumer credit,0,72859.5,0.0,0.0,0.0,0,-421.0,Closed
320825,Car loan,0,900045.0,0.0,0.0,0.0,0,-260.0,Closed
265177,Consumer credit,0,540000.0,452479.5,0.0,0.0,0,1304.0,Active
265177,Consumer credit,0,3600000.0,,,0.0,0,1362.0,Active
208640,Consumer credit,0,337500.0,0.0,0.0,0.0,0,-283.0,Closed
233986,Consumer credit,0,94500.0,74700.0,0.0,0.0,0,1202.0,Active
342748,Consumer credit,0,115006.5,0.0,0.0,0.0,0,-505.0,Closed
342748,Consumer credit,0,59666.94,0.0,0.0,0.0,0,-162.0,Closed
104403,Consumer credit,0,116977.5,89698.5,,0.0,0,110.0,Active
127500,Consumer credit,0,22120.92,0.0,0.0,0.0,0,-2392.0,Closed
127500,Credit card,0,45000.0,0.0,0.0,0.0,0,-1534.0,Active
127500,Consumer credit,0,54855.0,0.0,0.0,0.0,0,-2240.0,Closed
127500,Consumer credit,0,80100.0,0.0,0.0,0.0,0,-1426.0,Closed
127500,Consumer credit,0,75150.0,54301.455,0.0,0.0,0,468.0,Active
152502,Consumer credit,0,951750.0,0.0,0.0,0.0,0,70.0,Closed
442031,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-483.0,Closed
442031,Consumer credit,0,28215.0,0.0,0.0,0.0,0,-904.0,Closed
442031,Credit card,0,135000.0,0.0,135000.0,0.0,0,1379.0,Active
323981,Credit card,0,156361.5,87021.0,,0.0,0,31176.0,Active
415188,Consumer credit,0,139887.0,0.0,0.0,0.0,0,169.0,Closed
415188,Consumer credit,0,2340000.0,2122447.5,0.0,0.0,0,1513.0,Active
397037,Consumer credit,0,99000.0,0.0,0.0,0.0,0,-164.0,Closed
310486,Consumer credit,0,220500.0,0.0,0.0,0.0,0,-573.0,Closed
100313,Consumer credit,0,157500.0,0.0,0.0,0.0,0,-42.0,Closed
369678,Credit card,0,0.0,0.0,0.0,0.0,0,880.0,Active
369678,Consumer credit,0,297000.0,,,0.0,0,876.0,Active
142845,Consumer credit,0,68825.25,0.0,0.0,0.0,0,-2077.0,Closed
411947,Consumer credit,0,436491.0,36900.0,0.0,0.0,0,13.0,Active
388312,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-1968.0,Closed
346114,Consumer credit,0,21690.0,0.0,0.0,0.0,0,-1659.0,Closed
283508,Consumer credit,0,454500.0,,,0.0,0,186.0,Active
283508,Credit card,0,103500.0,,,0.0,0,,Active
320583,Consumer credit,0,40419.0,,,0.0,0,-2372.0,Closed
286470,Credit card,0,0.0,0.0,0.0,0.0,0,,Active
179039,Car loan,0,1841868.0,0.0,0.0,0.0,0,109.0,Closed
438202,Credit card,0,112500.0,0.0,0.0,0.0,0,-265.0,Closed
438202,Consumer credit,0,167580.0,0.0,0.0,0.0,0,-310.0,Closed
438202,Consumer credit,0,225000.0,0.0,0.0,0.0,0,-195.0,Closed
286452,Consumer credit,0,1665000.0,0.0,0.0,0.0,0,1162.0,Closed
286452,Consumer credit,0,900000.0,0.0,0.0,0.0,0,134.0,Closed
127272,Credit card,0,499500.0,495945.0,,0.0,0,4728.0,Active
374191,Credit card,0,84888.0,,,0.0,0,-1602.0,Closed
160803,Credit card,0,225000.0,0.0,,0.0,0,1294.0,Closed
160803,Credit card,0,0.0,0.0,0.0,0.0,0,1144.0,Active
160803,Credit card,0,166500.0,0.0,,0.0,0,31063.0,Active
357979,Consumer credit,0,303976.08,0.0,0.0,0.0,0,-273.0,Closed
357979,Consumer credit,0,135000.0,94711.5,,0.0,0,311.0,Active
322368,Consumer credit,0,100594.53,0.0,0.0,0.0,0,-1787.0,Active
322368,Consumer credit,0,57519.0,0.0,0.0,0.0,0,-550.0,Closed
271425,Consumer credit,0,94437.0,,,0.0,0,-847.0,Closed
247538,Consumer credit,0,85941.0,0.0,0.0,0.0,0,-665.0,Closed
339366,Consumer credit,0,157500.0,0.0,0.0,0.0,0,-1748.0,Closed
167601,Consumer credit,0,45000.0,0.0,,0.0,0,-273.0,Closed
364581,Consumer credit,0,89910.0,0.0,0.0,0.0,0,-190.0,Closed
295065,Consumer credit,0,495000.0,0.0,0.0,0.0,0,-1347.0,Closed
345168,Consumer credit,0,14299.47,0.0,0.0,0.0,0,-1911.0,Closed
225559,Consumer credit,0,62491.5,0.0,0.0,0.0,0,-1824.0,Closed
333882,Consumer credit,0,19800.0,0.0,0.0,0.0,0,-719.0,Closed
157381,Consumer credit,0,315000.0,189558.0,0.0,0.0,0,857.0,Active
306904,Credit card,0,225000.0,193491.0,0.0,0.0,0,10463.0,Active
159625,Car loan,0,1291738.5,0.0,,0.0,0,-228.0,Closed
211606,Consumer credit,0,135000.0,0.0,,0.0,0,-567.0,Closed
197328,Consumer credit,0,140539.5,0.0,,0.0,0,-1459.0,Closed
270311,Consumer credit,0,42750.0,0.0,,0.0,0,-1138.0,Closed
211513,Consumer credit,0,94070.655,0.0,0.0,0.0,0,-1003.0,Closed
211513,Credit card,0,0.0,0.0,0.0,0.0,0,-521.0,Active
211513,Credit card,0,360000.0,0.0,0.0,0.0,0,1032.0,Active
138315,Consumer credit,0,90000.0,75766.5,0.0,0.0,0,1103.0,Active
392417,Credit card,0,225000.0,224415.0,0.0,0.0,0,-81.0,Active
392417,Consumer credit,0,49095.0,0.0,,0.0,0,-1949.0,Closed
392417,Consumer credit,0,990729.0,945531.0,,0.0,0,-36.0,Closed
360756,Consumer credit,0,229500.0,124888.5,0.0,0.0,0,750.0,Active
360756,Consumer credit,0,100129.5,0.0,0.0,0.0,0,-1266.0,Closed
110152,Consumer credit,0,27495.0,0.0,0.0,0.0,0,-1498.0,Closed
110152,Consumer credit,0,71325.0,0.0,0.0,0.0,0,-1498.0,Closed
110152,Consumer credit,0,27495.0,,,0.0,0,-1498.0,Closed
368359,Consumer credit,0,450000.0,0.0,0.0,0.0,0,-157.0,Closed
244911,Credit card,0,117000.0,0.0,117000.0,0.0,0,31068.0,Active
244911,Credit card,0,0.0,0.0,0.0,0.0,0,-312.0,Closed
244911,Credit card,0,0.0,0.0,0.0,0.0,0,-561.0,Closed
244911,Consumer credit,0,675000.0,0.0,0.0,0.0,0,242.0,Closed
327585,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-712.0,Closed
327585,Consumer credit,0,135000.0,0.0,0.0,0.0,0,-40.0,Closed
392886,Consumer credit,0,54000.0,0.0,0.0,0.0,0,-405.0,Closed
425357,Consumer credit,0,450000.0,,,0.0,0,126.0,Active
261444,Consumer credit,0,81261.45,0.0,0.0,0.0,0,-1590.0,Closed
261444,Credit card,0,135000.0,0.0,135000.0,0.0,0,-304.0,Closed
452384,Consumer credit,0,585000.0,0.0,0.0,0.0,0,-392.0,Closed
372240,Consumer credit,0,54481.5,0.0,0.0,0.0,0,-2529.0,Closed
391558,Consumer credit,0,27297.0,18063.0,0.0,0.0,0,138.0,Active
228691,Consumer credit,0,900000.0,0.0,0.0,0.0,0,-1345.0,Closed
240856,Credit card,0,0.0,0.0,0.0,0.0,0,272.0,Active
240856,Credit card,0,0.0,0.0,0.0,0.0,0,-682.0,Active
362756,Consumer credit,0,124447.5,0.0,0.0,0.0,0,-945.0,Closed
169383,Consumer credit,0,68489.55,0.0,0.0,0.0,0,-2364.0,Closed
238956,Consumer credit,0,787500.0,0.0,0.0,0.0,0,895.0,Closed
149849,Consumer credit,0,2103394.5,,,0.0,0,912.0,Active
188061,Consumer credit,0,2925000.0,0.0,0.0,0.0,0,840.0,Closed
320327,Consumer credit,0,43677.0,0.0,0.0,0.0,0,-516.0,Closed
